"","","mpn","name","status","type","wifi","bluetooth","threadZigbee","operatingTemp","gpio","flash","sram","rom","psram","freq","dimensions","spq","moq","preFirmware","idfSupports","voltageRange"
"FALSE","73","ESP32-S2-SOLO-U-H4","ESP32-S2-SOLO-U_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 105","36","4, Quad","320","128","0, Quad","240","18*19.2*3.2","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","74","ESP32-S2-SOLO-U-N4R2","ESP32-S2-SOLO-U(integrates PSRAM)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","36","4, Quad","320","128","2, Quad","240","18*19.2*3.2","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","75","ESP32-S2-WROOM-N4","ESP32-S2-WROOM","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","4, Quad","320","128","0, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","76","ESP32-S2-WROOM-H4","ESP32-S2-WROOM_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 105","37","4, Quad","320","128","0, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","77","ESP32-S2-WROOM-I-N4","ESP32-S2-WROOM-I","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","4, Quad","320","128","0, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","78","ESP32-S2-WROOM-I-H4","ESP32-S2-WROOM-I_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 105","37","4, Quad","320","128","0, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","79","ESP32-S2-WROVER-N4R2","ESP32-S2-WROVER","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","4, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","80","ESP32-S2-WROVER-N8R2","ESP32-S2-WROVER(8MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","8, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","81","ESP32-S2-WROVER-N16R2","ESP32-S2-WROVER(16MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","16, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","82","ESP32-S2-WROVER-I-N4R2","ESP32-S2-WROVER-I","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","4, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","83","ESP32-S2-WROVER-I-N8R2","ESP32-S2-WROVER-I(8MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","8, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","84","ESP32-S2-WROVER-I-N16R2","ESP32-S2-WROVER-I(16MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","37","16, Quad","320","128","2, Quad","240","18*31*3.3","650","3250","NO","-","3.0 ~ 3.6"
"FALSE","85","ESP32-WROOM-DA-N4","ESP32-WROOM-DA","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","0, Quad","240","35.6*34.4*3.5","1000","1000","NO","v3.x","3.0 ~ 3.6"
"FALSE","86","ESP32-WROOM-DA-N8","ESP32-WROOM-DA","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","0, Quad","240","35.6*34.4*3.5","1000","1000","NO","v3.x","3.0 ~ 3.6"
"FALSE","87","ESP32-WROOM-DA-N16","ESP32-WROOM-DA","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","0, Quad","240","35.6*34.4*3.5","1000","1000","NO","v3.x","3.0 ~ 3.6"
"FALSE","88","ESP32-WROOM-32E-N4","ESP32-WROOM-32E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","89","ESP32-WROOM-32E-N8","ESP32-WROOM-32E(8MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","8, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","90","ESP32-WROOM-32E-N16","ESP32-WROOM-32E(16MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","16, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","91","ESP32-WROOM-32E-H4","ESP32-WROOM-32E_High Temp Version","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","92","ESP32-WROOM-32UE-N4","ESP32-WROOM-32UE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","93","ESP32-WROOM-32UE-N8","ESP32-WROOM-32UE(8MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","8, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","94","ESP32-WROOM-32UE-N16","ESP32-WROOM-32UE(16MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","16, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","95","ESP32-WROOM-32UE-H4","ESP32-WROOM-32UE_High Temp Version","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","26","4, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","96","ESP32-WROOM-32SE-N4","ESP32-WROOM-32SE","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","97","ESP32-WROOM-32SE-N8","ESP32-WROOM-32SE(8MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","8, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","98","ESP32-WROOM-32SE-N16","ESP32-WROOM-32SE(16MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","16, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","99","ESP32-WROVER-E-N4R8","ESP32-WROVER-E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","100","ESP32-WROVER-E-N8R8","ESP32-WROVER-E(8MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","101","ESP32-WROVER-E-N16R8","ESP32-WROVER-E(16MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","102","ESP32-WROVER-IE-N4R8","ESP32-WROVER-IE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","103","ESP32-WROVER-IE-N8R8","ESP32-WROVER-IE(8MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","104","ESP32-WROVER-IE-N16R8","ESP32-WROVER-IE(16MB)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","105","ESP32-MINI-1-N4","ESP32-MINI-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","28","4, Quad","520","448","0, Quad","240","13.2*19*2.4","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","106","ESP32-MINI-1-H4","ESP32-MINI-1_High Temp Version","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","28","4, Quad","520","448","0, Quad","240","13.2*19*2.4","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","107","ESP32-MINI-1U-N4","ESP32-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","28","4, Quad","520","448","0, Quad","240","13.2*13.5*2.4","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","108","ESP32-MINI-1U-H4","ESP32-MINI-1U_High Temp Version","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","28","4, Quad","520","448","0, Quad","240","13.2*13.5*2.4","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","109","ESP32-PICO-V3-ZERO","ESP32-PICO-V3-ZERO Alexa Connect Kit (ACK)","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","0","4, Quad","520","448","0, Quad","240","16*23*2.3","650","3250","YES","v3.x","3.0 ~ 3.6"
"FALSE","110","ESP32-PICO-MINI-02-N8R2","ESP32-PICO-MINI-02","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","27","8, Quad","520","448","2, Quad","240","13.2*16.6 *2.4","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","111","ESP32-PICO-MINI-02U-N8R2","ESP32-PICO-MINI-02U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","27","8, Quad","520","448","2, Quad","240","13.2*11.2*2.4","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","112","ESP32-SOLO-1-N4","ESP32-SOLO-1","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","160","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","113","ESP32-SOLO-1-H4","ESP32-SOLO-1_High Temp Version","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","26","4, Quad","520","448","0, Quad","160","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","114","ESP32-DU1906-N8R8","ESP32-DU1906","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-20 ~ 85","0","8, Quad","520","448","8, Octal","240","22*42*3.5","650","3250","NO","v3.x","3.1 ~ 3.5"
"FALSE","115","ESP32-DU1906-N16R8","ESP32-DU1906(16MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-20 ~ 85","0","16, Quad","520","448","8, Octal","240","22*42*3.5","650","3250","NO","v3.x","3.1 ~ 3.5"
"FALSE","116","ESP32-DU1906-U-N8R8","ESP32-DU1906-U","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-20 ~ 85","0","8, Quad","520","448","8, Octal","240","22*35.5*3.5","650","3250","NO","v3.x","3.1 ~ 3.5"
"FALSE","117","ESP32-DU1906-U-N16R8","ESP32-DU1906-U(16MB)","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-20 ~ 85","0","16, Quad","520","448","8, Octal","240","22*35.5*3.5","650","3250","NO","v3.x","3.1 ~ 3.5"
"FALSE","118","ESP32-WROOM-32D-N4","ESP32-WROOM-32D","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","119","ESP32-WROOM-32D-N8","ESP32-WROOM-32D(8MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","8, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","120","ESP32-WROOM-32D-N16","ESP32-WROOM-32D(16MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","16, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","121","ESP32-WROOM-32D-H4","ESP32-WROOM-32D_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","122","ESP32-WROOM-32U-N4","ESP32-WROOM-32U","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","123","ESP32-WROOM-32U-N8","ESP32-WROOM-32U(8MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","8, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","124","ESP32-WROOM-32U-N16","ESP32-WROOM-32U(16MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","16, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","125","ESP32-WROOM-32U-H4","ESP32-WROOM-32U_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 105","26","4, Quad","520","448","0, Quad","240","18*19.2*3.2","650","3250","YES","v1.x","3.0 ~ 3.6"
"FALSE","126","ESP32-WROOM-32-N4","ESP32-WROOM-32","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","26","4, Quad","520","448","0, Quad","240","18*25.5*3.1","550","2750","YES","v1.x","3.0 ~ 3.6"
"FALSE","127","ESP32-WROVER-B-N4R8","ESP32-WROVER-B","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","128","ESP32-WROVER-B-N8R8","ESP32-WROVER-B(8MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","129","ESP32-WROVER-B-N16R8","ESP32-WROVER-B(16MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","130","ESP32-WROVER-IB-N4R8","ESP32-WROVER-IB","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","131","ESP32-WROVER-IB-N8R8","ESP32-WROVER-IB(8MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","132","ESP32-WROVER-IB-N16R8","ESP32-WROVER-IB(16MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","133","ESP32-WROVER-N4R8","ESP32-WROVER","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","2.3 ~ 3.6"
"FALSE","134","ESP32-WROVER-I-N4R8","ESP32-WROVER-I","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","8, Octal","240","18*31.4*3.3","650","3250","NO","v1.x","2.3 ~ 3.6"
"FALSE","135","ESP-WROOM-02D-N2","ESP-WROOM-02D","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 85","11","2, Quad","160","0","0, Quad","160","18*20*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","136","ESP-WROOM-02D-N4","ESP-WROOM-02D(4MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 85","11","4, Quad","160","0","0, Quad","160","18*20*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","137","ESP-WROOM-02D-H2","ESP-WROOM-02D_High Temp Version","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 105","11","2, Quad","160","0","0, Quad","160","18*20*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","138","ESP-WROOM-02U-N2","ESP-WROOM-02U","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 85","11","2, Quad","160","0","0, Quad","160","18*14.3*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","139","ESP-WROOM-02U-N4","ESP-WROOM-02U(4MB)","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 85","11","4, Quad","160","0","0, Quad","160","18*14.3*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","140","ESP-WROOM-02U-H2","ESP-WROOM-02U_High Temp Version","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 105","11","2, Quad","160","0","0, Quad","160","18*14.3*3.2","650","3250","YES","-","2.7 ~ 3.6"
"FALSE","141","ESP-WROOM-02-N2","ESP-WROOM-02","NRND","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 75 Mbps","N/A","N/A","-40 ~ 85","11","2, Quad","160","0","0, Quad","160","18*20*3","650","3250","YES","-","2.7 ~ 3.6"
