"","","mpn","name","status","type","wifi","bluetooth","threadZigbee","operatingTemp","gpio","flash","sram","rom","psram","freq","dimensions","spq","moq","preFirmware","idfSupports","voltageRange"
"FALSE","211","ESP8684-WROOM-04C-H2X","ESP8684-WROOM-04C","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 150 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","13","2, Quad","272","576","0, Quad","120","24*16*3.1","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","212","ESP8684-WROOM-04C-H4","ESP8684-WROOM-04C","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","13","4, Quad","272","576","0, Quad","120","24*16*3.1","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","213","ESP8684-WROOM-04C-H4X","ESP8684-WROOM-04C","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","13","4, Quad","272","576","0, Quad","120","24*16*3.1","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","214","ESP8685-WROOM-01-H2","ESP8685-WROOM-01","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 105","15","2, Quad","400","384","0, Quad","120","24*16*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","215","ESP8685-WROOM-01-H4","ESP8685-WROOM-01","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 105","15","4, Quad","400","384","0, Quad","120","24*16*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","216","ESP8685-WROOM-04-H2","ESP8685-WROOM-04","EOL","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 105","13","2, Quad","400","384","0, Quad","120","24*16*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","217","ESP8685-WROOM-04-H4","ESP8685-WROOM-04","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 105","13","4, Quad","400","384","0, Quad","120","24*16*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","218","ESP32-WROVER-E-N4R2","ESP32-WROVER-E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","219","ESP32-WROVER-E-N8R2","ESP32-WROVER-E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","220","ESP32-WROVER-E-N16R2","ESP32-WROVER-E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","221","ESP32-WROVER-IE-N4R2","ESP32-WROVER-IE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","222","ESP32-WROVER-IE-N8R2","ESP32-WROVER-IE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","223","ESP32-WROVER-IE-N16R2","ESP32-WROVER-IE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","2, Quad","240","18*31.4*3.3","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","224","ESP32-WROOM-32E-N4R2","ESP32-WROOM-32E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","2, Quad","240","18*25.5*3.1","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","225","ESP32-WROOM-32E-N8R2","ESP32-WROOM-32E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","2, Quad","240","18*25.5*3.1","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","226","ESP32-WROOM-32E-N16R2","ESP32-WROOM-32E","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","2, Quad","240","18*25.5*3.1","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","227","ESP32-WROOM-32UE-N4R2","ESP32-WROOM-32UE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","4, Quad","520","448","2, Quad","240","18*19.2*3.2","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","228","ESP32-WROOM-32UE-N8R2","ESP32-WROOM-32UE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","8, Quad","520","448","2, Quad","240","18*19.2*3.2","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","229","ESP32-WROOM-32UE-N16R2","ESP32-WROOM-32UE","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","24","16, Quad","520","448","2, Quad","240","18*19.2*3.2","650","3250","NO","v3.x","3.0 ~ 3.6"
"FALSE","230","ESP32-C6","ESP32-C6","Mass Production","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","30","0, Quad","512","320","0, Quad","160","QFN40(5*5)","5000","5000","N/A","v0.x","3.0 ~ 3.6"
"FALSE","231","ESP32-C6FH4","ESP32-C6","Mass Production","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","22","4, Quad","512","320","0, Quad","160","QFN32(5*5)","5000","5000","NO","v0.x","3.0 ~ 3.6"
"FALSE","232","ESP32-C6FH8","ESP32-C6","Mass Production","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","22","8, Quad","512","320","0, Quad","160","QFN32(5*5)","5000","5000","NO","v0.x","3.0 ~ 3.6"
"FALSE","233","ESP32-C6-WROOM-1-N4","ESP32-C6-WROOM-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","23","4, Quad","512","320","0, Quad","160","25.5*18*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","234","ESP32-C6-WROOM-1U-N4","ESP32-C6-WROOM-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","23","4, Quad","512","320","0, Quad","160","18x19.2x3.2","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","235","ESP32-C6-WROOM-1-N8","ESP32-C6-WROOM-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","23","8, Quad","512","320","0, Quad","160","25.5*18*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","236","ESP32-C6-WROOM-1U-N8","ESP32-C6-WROOM-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","23","8, Quad","512","320","0, Quad","160","18x19.2x3.2","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","237","ESP32-C6-WROOM-1-N16","ESP32-C6-WROOM-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","23","16, Quad","512","320","0, Quad","160","25.5*18*3.1","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","238","ESP32-C6-MINI-1-N4","ESP32-C6-MINI-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","22","4, Quad","512","320","0, Quad","160","13.2*16.6*2.4","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","239","ESP32-C6-MINI-1-H4","ESP32-C6-MINI-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","22","4, Quad","512","320","0, Quad","160","13.2*16.6*2.4","650","3250","NO","","3.0 ~ 3.6"
"FALSE","240","ESP32-C6-MINI-1U-N4","ESP32-C6-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 85","22","4, Quad","512","320","0, Quad","160","13.2×12.5×2.4","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","241","ESP32-C6-MINI-1-H8","ESP32-C6-MINI-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","22","8, Quad","512","320","0, Quad","160","13.2*16.6*2.4","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","242","ESP32-C6-MINI-1U-H4","ESP32-C6-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.3","Available","-40 ~ 105","22","4, Quad","512","320","0, Quad","160","13.2×12.5×2.4","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","243","ESP32-H2FH2","ESP32-H2","Mass Production","SoC","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","QFN32(4*4)","5000","5000","NO","v0.x","3.3 ~ 3.6"
"FALSE","244","ESP32-H2FH4","ESP32-H2","Mass Production","SoC","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","QFN32(4*4)","5000","5000","NO","v0.x","3.3 ~ 3.6"
"FALSE","245","ESP32-H2-MINI-1-N2","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 85","19","2, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","246","ESP32-H2-MINI-1U-N2","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 85","19","2, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","247","ESP32-H2-MINI-1-N4","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 85","19","4, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","248","ESP32-H2-MINI-1U-N4","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 85","19","4, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","249","ESP32-H2-MINI-1-H2","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","250","ESP32-H2-MINI-1-H4","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","251","ESP32-H2-MINI-1U-H2","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","252","ESP32-H2-MINI-1U-H4","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","253","ESP32-H2-MINI-1-H2S","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","254","ESP32-H2-MINI-1-H4S","ESP32-H2-MINI-1","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","13.2*16.6*2.4","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","255","ESP32-H2-MINI-1U-H2S","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","256","ESP32-H2-MINI-1U-H4S","ESP32-H2-MINI-1U","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","13.2×12.5×2.4","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","257","ESP32-H2FH2S","ESP32-H2","Mass Production","SoC","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","QFN32(4*4)","5000","5000","NO","v1.x","3.3 ~ 3.6"
"FALSE","258","ESP32-H2FH4S","ESP32-H2","Mass Production","SoC","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","QFN32(4*4)","5000","5000","NO","v1.x","3.3 ~ 3.6"
"FALSE","259","ESP32-S3-PICO-1-N8R8","ESP32-S3-PICO-1","Mass Production","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 65","39","8, Quad","512","384","8, Octal","240","LGA56(7*7)","2000","2000","NO","v0.x","3.0 ~ 3.6"
"FALSE","260","ESP8684-WROOM-02UC-H2","ESP8684-WROOM-02UC","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","2, Quad","272","576","0, Quad","120","18.0*14.3*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","261","ESP8684-WROOM-02UC-H2X","ESP8684-WROOM-02UC","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","2, Quad","272","576","0, Quad","120","18.0*14.3*3.2","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","262","ESP8684-WROOM-02UC-H4","ESP8684-WROOM-02UC","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","4, Quad","272","576","0, Quad","120","18.0*14.3*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","263","ESP8684-WROOM-02UC-H4X","ESP8684-WROOM-02UC","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","4, Quad","272","576","0, Quad","120","18.0*14.3*3.2","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","264","ESP8684-MINI-1U-H2","ESP8684-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","2, Quad","272","576","0, Quad","120","13.2*12.5*2.4","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","265","ESP8684-MINI-1U-H2X","ESP8684-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","2, Quad","272","576","0, Quad","120","13.2*12.5*2.4","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","266","ESP8684-MINI-1U-H4","ESP8684-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","4, Quad","272","576","0, Quad","120","13.2*12.5*2.4","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","267","ESP8684-MINI-1U-H4X","ESP8684-MINI-1U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20; up to 72 Mbps","Bluetooth LE v5.3","N/A","-40 ~ 105","14","4, Quad","272","576","0, Quad","120","13.2*12.5*2.4","650","3250","NO","v2.x","3.0 ~ 3.6"
"FALSE","268","ESP32-C3-WROOM-02-N8","ESP32-C3-WROOM-02","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 85","15","8, Quad","400","384","0, Quad","160","18*20*3.2","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","269","ESP32-C3-WROOM-02U-N8","ESP32-C3-WROOM-02U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 85","15","8, Quad","400","384","0, Quad","160","18*14.3*3.2","650","3250","NO","v0.x","3.0 ~ 3.6"
"FALSE","270","ESP32-H2-WROOM-02C-H2","ESP32-H2-WROOM-02C","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","18*20*3.2","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","271","ESP32-H2-WROOM-02C-H4","ESP32-H2-WROOM-02C","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","18*20*3.2","650","3250","NO","v0.x","3.3 ~ 3.6"
"FALSE","272","ESP32-H2-WROOM-02C-H2S","ESP32-H2-WROOM-02C","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","2, Quad","320","128","0, Quad","96","18*20*3.2","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","273","ESP32-H2-WROOM-02C-H4S","ESP32-H2-WROOM-02C","Mass Production","Module","N/A","Bluetooth LE v5.3","Available","-40 ~ 105","19","4, Quad","320","128","0, Quad","96","18*20*3.2","650","3250","NO","v1.x","3.3 ~ 3.6"
"FALSE","274","ESP32-P4NRW16","ESP32-P4","Sample","SoC","N/A","N/A","","-40 ~ 85","55","0","768","128","16","400","QFN10x10","2000","2000","N/A","","3.0 ~ 3.6"
"FALSE","275","ESP32-P4NRW32","ESP32-P4","Sample","SoC","N/A","N/A","","-40 ~ 85","55","0","768","128","32","400","QFN10x10","2000","2000","N/A","","3.0 ~ 3.6"
"FALSE","276","ESP32-C3-MINI-1-H4X","ESP32-C3-MINI-1","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","N/A","-40 ~ 105","15","4, Quad","400","384","0, Quad","160","13.2*16.6*2.4","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","277","ESP32-C61HR2","ESP32-C61","Sample","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","NA","-40 ~ 105","18","0, Quad","320","256","2, Quad","120","QFN40(5*5)","5000","5000","NO","","3.0 ~ 3.6"
"FALSE","278","ESP32-C61-WROOM-1-N4R2","ESP32-C61-WROOM-1","Sample","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","NA","-40 ~ 85","18","4, Quad","320","256","2, Quad","120","18*25.5*3.2","650","3250","NO","","3.0 ~ 3.6"
"FALSE","279","ESP32-C61-WROOM-1-N8R2","ESP32-C61-WROOM-1","Sample","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","Bluetooth LE v5.0","NA","-40 ~ 85","18","8, Quad","320","256","2, Quad","120","18*25.5*3.2","650","3250","NO","","3.0 ~ 3.6"
"FALSE","280","ESP32-D0WDR2-V3","ESP32","Mass Production","SoC","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","BR/EDR + Bluetooth LE v4.2","N/A","-40 ~ 85","33","0, Quad","520","448","2, Quad","240","QFN48(5*5)","5000","5000","N/A","v4.1.3+, v4.2.3+, v4.3.3+, v4.4.1+, v5.0 and later","2.3 ~ 3.6"
"FALSE","281","ESP32-S2-SOLO-2-N8","ESP32-S2-SOLO-2","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","36","8, Quad","320","128","0, Quad","240","18*25.5*3.1","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","282","ESP32-S2-SOLO-2U-N8","ESP32-S2-SOLO-2U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","36","8, Quad","320","128","0, Quad","240","18*19.2*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","283","ESP32-S2-SOLO-2-N16","ESP32-S2-SOLO-2","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","36","16, Quad","320","128","0, Quad","240","18*25.5*3.1","650","3250","NO","v1.x","3.0 ~ 3.6"
"FALSE","284","ESP32-S2-SOLO-2U-N16","ESP32-S2-SOLO-2U","Mass Production","Module","IEEE 802.11b/g/n; 2.4 GHz; HT20/40; up to 150 Mbps","N/A","N/A","-40 ~ 85","36","16, Quad","320","128","0, Quad","240","18*19.2*3.2","650","3250","NO","v1.x","3.0 ~ 3.6"
